ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000085741	Wnt family member 11(WNT11)	Homo sapiens				GO:0001649~osteoblast differentiation,GO:0001837~epithelial to mesenchymal transition,GO:0003151~outflow tract morphogenesis,GO:0003402~planar cell polarity pathway involved in axis elongation,GO:0006468~protein phosphorylation,GO:0007223~Wnt signaling pathway, calcium modulating pathway,GO:0007275~multicellular organism development,GO:0010628~positive regulation of gene expression,GO:0016055~Wnt signaling pathway,GO:0030182~neuron differentiation,GO:0030282~bone mineralization,GO:0030308~negative regulation of cell growth,GO:0030325~adrenal gland development,GO:0030335~positive regulation of cell migration,GO:0030336~negative regulation of cell migration,GO:0031667~response to nutrient levels,GO:0032147~activation of protein kinase activity,GO:0032915~positive regulation of transforming growth factor beta2 production,GO:0034394~protein localization to cell surface,GO:0043065~positive regulation of apoptotic process,GO:0043066~negative regulation of apoptotic process,GO:0043547~positive regulation of GTPase activity,GO:0045165~cell fate commitment,GO:0045199~maintenance of epithelial cell apical/basal polarity,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,GO:0048341~paraxial mesoderm formation,GO:0048570~notochord morphogenesis,GO:0048706~embryonic skeletal system development,GO:0048844~artery morphogenesis,GO:0051496~positive regulation of stress fiber assembly,GO:0060021~palate development,GO:0060028~convergent extension involved in axis elongation,GO:0060070~canonical Wnt signaling pathway,GO:0060071~Wnt signaling pathway, planar cell polarity pathway,GO:0060197~cloacal septation,GO:0060412~ventricular septum morphogenesis,GO:0060484~lung-associated mesenchyme development,GO:0060548~negative regulation of cell death,GO:0060675~ureteric bud morphogenesis,GO:0060775~planar cell polarity pathway involved in gastrula mediolateral intercalation,GO:0061037~negative regulation of cartilage development,GO:0061053~somite development,GO:0061101~neuroendocrine cell differentiation,GO:0070830~bicellular tight junction assembly,GO:0071300~cellular response to retinoic acid,GO:0072177~mesonephric duct development,GO:0072201~negative regulation of mesenchymal cell proliferation,GO:0090037~positive regulation of protein kinase C signaling,GO:0090090~negative regulation of canonical Wnt signaling pathway,GO:0090272~negative regulation of fibroblast growth factor production,	GO:0005576~extracellular region,GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005737~cytoplasm,	GO:0005096~GTPase activator activity,GO:0005109~frizzled binding,GO:0005515~protein binding,GO:0030295~protein kinase activator activity,GO:0044212~transcription regulatory region DNA binding,	IPR005817:Wnt,IPR018161:Wnt protein, conserved site,IPR026536:Wnt-11 protein,	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,			SM00097:WNT1,	Complete proteome,Developmental protein,Disulfide bond,Extracellular matrix,Glycoprotein,Lipoprotein,Proteomics identification,Reference proteome,Secreted,Signal,Wnt signaling pathway,	chain:Protein Wnt-11,glycosylation site:N-linked (GlcNAc...),sequence conflict,signal peptide,
ENSG00000115596	Wnt family member 6(WNT6)	Homo sapiens				GO:0001658~branching involved in ureteric bud morphogenesis,GO:0007275~multicellular organism development,GO:0009798~axis specification,GO:0010628~positive regulation of gene expression,GO:0016055~Wnt signaling pathway,GO:0030182~neuron differentiation,GO:0042475~odontogenesis of dentin-containing tooth,GO:0045165~cell fate commitment,GO:0045893~positive regulation of transcription, DNA-templated,GO:0060684~epithelial-mesenchymal cell signaling,GO:0061303~cornea development in camera-type eye,GO:0070172~positive regulation of tooth mineralization,GO:0071300~cellular response to retinoic acid,GO:0072079~nephron tubule formation,	GO:0005576~extracellular region,GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005788~endoplasmic reticulum lumen,GO:0005796~Golgi lumen,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0030666~endocytic vesicle membrane,GO:0070062~extracellular exosome,	GO:0005109~frizzled binding,	IPR005817:Wnt,IPR009143:Wnt-6 protein,IPR018161:Wnt protein, conserved site,	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,			SM00097:WNT1,	Complete proteome,Developmental protein,Disulfide bond,Extracellular matrix,Glycoprotein,Lipoprotein,Reference proteome,Secreted,Signal,Wnt signaling pathway,	chain:Protein Wnt-6,glycosylation site:N-linked (GlcNAc...),signal peptide,
ENSG00000229807	X inactive specific transcript (non-protein coding)(XIST)	Homo sapiens									300087~X-inactivation, familial skewed,
ENSG00000173578	X-C motif chemokine receptor 1(XCR1)	Homo sapiens				GO:0006935~chemotaxis,GO:0006954~inflammatory response,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007187~G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:0070098~chemokine-mediated signaling pathway,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,	GO:0004950~chemokine receptor activity,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR005393:XC chemokine receptor 1,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04060:Cytokine-cytokine receptor interaction,hsa04062:Chemokine signaling pathway,				Cell membrane,Complete proteome,Disulfide bond,G-protein coupled receptor,Membrane,Receptor,Reference proteome,Transducer,Transmembrane,Transmembrane helix,	chain:Chemokine XC receptor 1,disulfide bond,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000122121	X-prolyl aminopeptidase 2(XPNPEP2)	Homo sapiens				GO:0006508~proteolysis,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0031225~anchored component of membrane,GO:0070062~extracellular exosome,	GO:0004177~aminopeptidase activity,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,GO:0070006~metalloaminopeptidase activity,	IPR000587:Creatinase,IPR000994:Peptidase M24, structural domain,IPR001131:Peptidase M24B, X-Pro dipeptidase/aminopeptidase P, conserved site,	hsa04974:Protein digestion and absorption,	300909~Angioedema induced by ACE inhibitors, susceptibility to,			Aminopeptidase,Cell membrane,Complete proteome,Glycoprotein,GPI-anchor,Hydrolase,Lipoprotein,Manganese,Membrane,Metal-binding,Metalloprotease,Polymorphism,Protease,Proteomics identification,Reference proteome,Signal,	chain:Xaa-Pro aminopeptidase 2,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:GPI-anchor amidated alanine,metal ion-binding site:Manganese 1,metal ion-binding site:Manganese 2,propeptide:Removed in mature form,sequence conflict,signal peptide,
ENSG00000173210	actin binding LIM protein family member 3(ABLIM3)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0007010~cytoskeleton organization,GO:0030032~lamellipodium assembly,GO:0030036~actin cytoskeleton organization,GO:0042384~cilium assembly,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:1903955~positive regulation of protein targeting to mitochondrion,	GO:0001725~stress fiber,GO:0005737~cytoplasm,GO:0030027~lamellipodium,	GO:0003779~actin binding,GO:0005515~protein binding,GO:0008270~zinc ion binding,	IPR001781:Zinc finger, LIM-type,IPR003128:Villin headpiece,	hsa04360:Axon guidance,			SM00132:LIM,SM00153:VHP,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,LIM domain,Metal-binding,Methylation,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Zinc,	chain:Actin-binding LIM protein 3,domain:HP,domain:LIM zinc-binding 1,domain:LIM zinc-binding 2,domain:LIM zinc-binding 3,domain:LIM zinc-binding 4,helix,modified residue,sequence conflict,sequence variant,splice variant,turn,
ENSG00000107796	actin, alpha 2, smooth muscle, aorta(ACTA2)	Homo sapiens				GO:0006936~muscle contraction,GO:0008217~regulation of blood pressure,GO:0009615~response to virus,GO:0010628~positive regulation of gene expression,GO:0014829~vascular smooth muscle contraction,GO:0072144~glomerular mesangial cell development,GO:0090131~mesenchyme migration,	GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0015629~actin cytoskeleton,GO:0030027~lamellipodium,GO:0030175~filopodium,GO:0030485~smooth muscle contractile fiber,GO:0043234~protein complex,GO:0044297~cell body,GO:0070062~extracellular exosome,	GO:0005524~ATP binding,GO:0019901~protein kinase binding,	IPR004000:Actin-related protein,IPR004001:Actin, conserved site,IPR020902:Actin/actin-like conserved site,	hsa04270:Vascular smooth muscle contraction,	611788~Aortic aneurysm, familial thoracic 6,613834~Multisystemic smooth muscle dysfunction syndrome,614042~Moyamoya disease 5,		SM00268:ACTIN,	Acetylation,Aortic aneurysm,ATP-binding,Complete proteome,Cytoplasm,Cytoskeleton,Disease mutation,Isopeptide bond,Methylation,Muscle protein,Nucleotide-binding,Oxidation,Polymorphism,Proteomics identification,Reference proteome,	chain:Actin, aortic smooth muscle,modified residue,propeptide:Removed in mature form,sequence conflict,sequence variant,
ENSG00000198576	activity regulated cytoskeleton associated protein(ARC)	Homo sapiens				GO:0006897~endocytosis,GO:0007010~cytoskeleton organization,GO:0007492~endoderm development,GO:0007612~learning,GO:0009952~anterior/posterior pattern specification,GO:0016477~cell migration,GO:0022604~regulation of cell morphogenesis,GO:0048168~regulation of neuronal synaptic plasticity,GO:2000969~positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity,	GO:0001669~acrosomal vesicle,GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005886~plasma membrane,GO:0014069~postsynaptic density,GO:0015629~actin cytoskeleton,GO:0030054~cell junction,GO:0043197~dendritic spine,GO:0045211~postsynaptic membrane,		IPR023263:Activity-regulated cytoskeleton-associated protein,	hsa05031:Amphetamine addiction,				Cell junction,Cell membrane,Cell projection,Coiled coil,Complete proteome,Cytoplasm,Cytoplasmic vesicle,Cytoskeleton,Developmental protein,Endocytosis,Endosome,Membrane,Postsynaptic cell membrane,Reference proteome,Synapse,	chain:Activity-regulated cytoskeleton- associated protein,region of interest:Binds SH3GL1 or SH3GL3,region of interest:Required for binding DNM2,
ENSG00000240303	acyl-CoA dehydrogenase family member 11(ACAD11)	Homo sapiens			General function prediction only,Lipid metabolism,	GO:0006635~fatty acid beta-oxidation,GO:0033539~fatty acid beta-oxidation using acyl-CoA dehydrogenase,GO:0055088~lipid homeostasis,	GO:0005634~nucleus,GO:0005743~mitochondrial inner membrane,GO:0005777~peroxisome,GO:0031966~mitochondrial membrane,	GO:0000062~fatty-acyl-CoA binding,GO:0003995~acyl-CoA dehydrogenase activity,GO:0004466~long-chain-acyl-CoA dehydrogenase activity,GO:0009055~electron carrier activity,GO:0016627~oxidoreductase activity, acting on the CH-CH group of donors,GO:0017099~very-long-chain-acyl-CoA dehydrogenase activity,GO:0050660~flavin adenine dinucleotide binding,GO:0052890~oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor,GO:0070991~medium-chain-acyl-CoA dehydrogenase activity,	IPR002575:Aminoglycoside phosphotransferase,IPR006091:Acyl-CoA oxidase/dehydrogenase, central domain,IPR009075:Acyl-CoA dehydrogenase/oxidase C-terminal,IPR009100:Acyl-CoA dehydrogenase/oxidase,IPR011009:Protein kinase-like domain,IPR013786:Acyl-CoA dehydrogenase/oxidase, N-terminal,					3D-structure,Acetylation,Alternative splicing,Complete proteome,FAD,Flavoprotein,Mitochondrion,Oxidoreductase,Peroxisome,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	binding site:FAD,binding site:FAD; shared with dimeric partner,binding site:Substrate; via amide nitrogen,binding site:Substrate; via carbonyl oxygen,chain:Acyl-CoA dehydrogenase family member 11,chain:Nephrocystin-3,helix,modified residue,nucleotide phosphate-binding region:FAD,nucleotide phosphate-binding region:FAD; shared with dimeric partner,region of interest:Substrate binging,repeat:TPR 1,repeat:TPR 10,repeat:TPR 11,repeat:TPR 2,repeat:TPR 3,repeat:TPR 4,repeat:TPR 5,repeat:TPR 6,repeat:TPR 7,repeat:TPR 8,repeat:TPR 9,sequence conflict,sequence variant,splice variant,strand,turn,
ENSG00000163485	adenosine A1 receptor(ADORA1)	Homo sapiens				GO:0000186~activation of MAPKK activity,GO:0001659~temperature homeostasis,GO:0001666~response to hypoxia,GO:0001973~adenosine receptor signaling pathway,GO:0002087~regulation of respiratory gaseous exchange by neurological system process,GO:0002674~negative regulation of acute inflammatory response,GO:0002686~negative regulation of leukocyte migration,GO:0002793~positive regulation of peptide secretion,GO:0003093~regulation of glomerular filtration,GO:0006612~protein targeting to membrane,GO:0006909~phagocytosis,GO:0006954~inflammatory response,GO:0007165~signal transduction,GO:0007193~adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,GO:0007267~cell-cell signaling,GO:0007399~nervous system development,GO:0008285~negative regulation of cell proliferation,GO:0014050~negative regulation of glutamate secretion,GO:0016042~lipid catabolic process,GO:0032229~negative regulation of synaptic transmission, GABAergic,GO:0032244~positive regulation of nucleoside transport,GO:0032900~negative regulation of neurotrophin production,GO:0035307~positive regulation of protein dephosphorylation,GO:0035814~negative regulation of renal sodium excretion,GO:0042323~negative regulation of circadian sleep/wake cycle, non-REM sleep,GO:0043066~negative regulation of apoptotic process,GO:0043268~positive regulation of potassium ion transport,GO:0045741~positive regulation of epidermal growth factor-activated receptor activity,GO:0045776~negative regulation of blood pressure,GO:0045777~positive regulation of blood pressure,GO:0045908~negative regulation of vasodilation,GO:0046888~negative regulation of hormone secretion,GO:0050890~cognition,GO:0050965~detection of temperature stimulus involved in sensory perception of pain,GO:0050995~negative regulation of lipid catabolic process,GO:0051930~regulation of sensory perception of pain,GO:0051967~negative regulation of synaptic transmission, glutamatergic,GO:0055118~negative regulation of cardiac muscle contraction,GO:0060079~excitatory postsynaptic potential,GO:0060087~relaxation of vascular smooth muscle,GO:0070256~negative regulation of mucus secretion,GO:0097190~apoptotic signaling pathway,GO:1900453~negative regulation of long term synaptic depression,	GO:0005783~endoplasmic reticulum,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0014069~postsynaptic density,GO:0016021~integral component of membrane,GO:0016323~basolateral plasma membrane,GO:0030673~axolemma,GO:0032279~asymmetric synapse,GO:0042734~presynaptic membrane,GO:0043025~neuronal cell body,GO:0043195~terminal bouton,GO:0043197~dendritic spine,GO:0045211~postsynaptic membrane,GO:0048786~presynaptic active zone,	GO:0001609~G-protein coupled adenosine receptor activity,GO:0001664~G-protein coupled receptor binding,GO:0001883~purine nucleoside binding,GO:0004629~phospholipase C activity,GO:0005515~protein binding,GO:0031072~heat shock protein binding,GO:0031683~G-protein beta/gamma-subunit complex binding,GO:0032795~heterotrimeric G-protein binding,GO:0046982~protein heterodimerization activity,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR001068:Adenosine A1 receptor,IPR001634:Adenosine receptor,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,hsa04923:Regulation of lipolysis in adipocytes,hsa04924:Renin secretion,hsa05032:Morphine addiction,			SM01381:SM01381,	Alternative splicing,Cell membrane,Complete proteome,Disulfide bond,G-protein coupled receptor,Glycoprotein,Lipoprotein,Membrane,Palmitate,Polymorphism,Proteomics identification,Receptor,Reference proteome,Transducer,Transmembrane,Transmembrane helix,	chain:Adenosine receptor A1,disulfide bond,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:S-palmitoyl cysteine,sequence conflict,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000213638	adenosine deaminase, tRNA specific 3(ADAT3)	Homo sapiens				GO:0006400~tRNA modification,GO:0009451~RNA modification,	GO:0005654~nucleoplasm,GO:0005829~cytosol,	GO:0003824~catalytic activity,GO:0008270~zinc ion binding,GO:0019239~deaminase activity,	IPR002125:CMP/dCMP deaminase, zinc-binding,IPR016193:Cytidine deaminase-like,		615286~Mental retardation, autosomal recessive 36,			Acetylation,Complete proteome,Disease mutation,Mental retardation,Metal-binding,Polymorphism,Proteomics identification,Reference proteome,tRNA processing,Zinc,	chain:tRNA-specific adenosine deaminase-like protein 3,metal ion-binding site:Zinc,modified residue,sequence variant,
