ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	REACTOME_PATHWAY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000113296	thrombospondin 4(THBS4)	Homo sapiens				GO:0001938~positive regulation of endothelial cell proliferation,GO:0006986~response to unfolded protein,GO:0007155~cell adhesion,GO:0016525~negative regulation of angiogenesis,GO:0034103~regulation of tissue remodeling,GO:0034976~response to endoplasmic reticulum stress,GO:0048266~behavioral response to pain,GO:0048771~tissue remodeling,GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,GO:0051451~myoblast migration,GO:0051781~positive regulation of cell division,GO:0071603~endothelial cell-cell adhesion,GO:0090023~positive regulation of neutrophil chemotaxis,	GO:0005576~extracellular region,GO:0005604~basement membrane,GO:0005615~extracellular space,GO:0005783~endoplasmic reticulum,GO:0016529~sarcoplasmic reticulum,GO:0031012~extracellular matrix,GO:0070062~extracellular exosome,	GO:0005178~integrin binding,GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0008083~growth factor activity,GO:0008201~heparin binding,	IPR000742:Epidermal growth factor-like domain,IPR001791:Laminin G domain,IPR001881:EGF-like calcium-binding,IPR003367:Thrombospondin, type 3-like repeat,IPR008859:Thrombospondin, C-terminal,IPR013032:EGF-like, conserved site,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,IPR017897:Thrombospondin, type 3 repeat,IPR018097:EGF-like calcium-binding, conserved site,IPR024665:Thrombospondin/cartilage oligomeric matrix protein, coiled-coil domain,	hsa04145:Phagosome,hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa05144:Malaria,			R-HSA-186797:R-HSA-186797,	SM00179:EGF_CA,SM00181:EGF,SM00210:TSPN,	Calcium,Cell adhesion,Complete proteome,Disulfide bond,EGF-like domain,Endoplasmic reticulum,Extracellular matrix,Glycoprotein,Growth factor,Mitogen,Polymorphism,Proteomics identification,Reference proteome,Repeat,Sarcoplasmic reticulum,Secreted,Signal,Tissue remodeling,Unfolded protein response,	chain:Thrombospondin-4,disulfide bond,domain:EGF-like 1,domain:EGF-like 2; calcium-binding,domain:EGF-like 3; calcium-binding,domain:EGF-like 4,domain:TSP C-terminal,domain:TSP N-terminal,glycosylation site:N-linked (GlcNAc...),repeat:TSP type-3 1,repeat:TSP type-3 2,repeat:TSP type-3 3,repeat:TSP type-3 4,repeat:TSP type-3 5,repeat:TSP type-3 6,repeat:TSP type-3 7,repeat:TSP type-3 8,sequence conflict,sequence variant,short sequence motif:Cell attachment site,signal peptide,
ENSG00000205269	transmembrane protein 170B(TMEM170B)	Homo sapiens					GO:0016021~integral component of membrane,		IPR019334:Transmembrane protein 170,						Complete proteome,Glycoprotein,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	chain:Transmembrane protein 170B,glycosylation site:N-linked (GlcNAc...),topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000184979	ubiquitin specific peptidase 18(USP18)	Homo sapiens				GO:0006511~ubiquitin-dependent protein catabolic process,GO:0016579~protein deubiquitination,GO:0060338~regulation of type I interferon-mediated signaling pathway,	GO:0005634~nucleus,GO:0005829~cytosol,	GO:0004843~thiol-dependent ubiquitin-specific protease activity,GO:0005515~protein binding,GO:0019785~ISG15-specific protease activity,	IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2,IPR018200:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site,				R-HSA-1169408:R-HSA-1169408,R-HSA-912694:R-HSA-912694,		Alternative initiation,Complete proteome,Cytoplasm,Hydrolase,Nucleus,Polymorphism,Protease,Reference proteome,Thiol protease,Ubl conjugation pathway,	chain:Ubl carboxyl-terminal hydrolase 18,sequence conflict,sequence variant,
ENSG00000103404	ubiquitin specific peptidase 31(USP31)	Homo sapiens				GO:0006511~ubiquitin-dependent protein catabolic process,GO:0016579~protein deubiquitination,	GO:0005634~nucleus,	GO:0004843~thiol-dependent ubiquitin-specific protease activity,GO:0036459~thiol-dependent ubiquitinyl hydrolase activity,	IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2,IPR018200:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site,						Alternative splicing,Complete proteome,Hydrolase,Polymorphism,Protease,Proteomics identification,Reference proteome,Thiol protease,Ubl conjugation pathway,	chain:Ubiquitin carboxyl-terminal hydrolase 31,compositionally biased region:Pro-rich,compositionally biased region:Ser-rich,modified residue,sequence conflict,sequence variant,splice variant,
ENSG00000166348	ubiquitin specific peptidase 54(USP54)	Homo sapiens				GO:0016579~protein deubiquitination,		GO:0005515~protein binding,GO:0036459~thiol-dependent ubiquitinyl hydrolase activity,	IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2,IPR007330:MIT,						Alternative splicing,Coiled coil,Complete proteome,Hydrolase,Methylation,Phosphoprotein,Polymorphism,Protease,Proteomics identification,Reference proteome,	chain:Inactive ubiquitin carboxyl-terminal hydrolase 54,compositionally biased region:Poly-Gln,compositionally biased region:Poly-Ser,modified residue,sequence conflict,sequence variant,splice variant,
ENSG00000180233	zinc and ring finger 2(ZNRF2)	Homo sapiens				GO:0000209~protein polyubiquitination,	GO:0005737~cytoplasm,GO:0005765~lysosomal membrane,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0010008~endosome membrane,GO:0030054~cell junction,GO:0030659~cytoplasmic vesicle membrane,GO:0042734~presynaptic membrane,GO:0043234~protein complex,	GO:0004842~ubiquitin-protein transferase activity,GO:0008270~zinc ion binding,GO:0016874~ligase activity,GO:0061630~ubiquitin protein ligase activity,	IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,				R-HSA-983168:R-HSA-983168,	SM00184:RING,	Cell junction,Cell membrane,Complete proteome,Endosome,Ligase,Lipoprotein,Lysosome,Membrane,Metal-binding,Myristate,Phosphoprotein,Reference proteome,Synapse,Ubl conjugation pathway,Zinc,Zinc-finger,	chain:E3 ubiquitin-protein ligase ZNRF2,compositionally biased region:Ala-rich,compositionally biased region:Poly-Gly,lipid moiety-binding region:N-myristoyl glycine,modified residue,zinc finger region:RING-type; atypical,
ENSG00000119703	zinc finger C2HC-type containing 1C(ZC2HC1C)	Homo sapiens						GO:0005515~protein binding,GO:0046872~metal ion binding,	IPR026104:Zinc finger C2HC domain-containing protein 1C,						Alternative splicing,Coiled coil,Complete proteome,Metal-binding,Reference proteome,Zinc,Zinc-finger,	chain:UPF0418 protein FAM164C,sequence conflict,
ENSG00000102053	zinc finger CCCH-type containing 12B(ZC3H12B)	Homo sapiens				GO:0090305~nucleic acid phosphodiester bond hydrolysis,		GO:0004519~endonuclease activity,GO:0046872~metal ion binding,	IPR000571:Zinc finger, CCCH-type,IPR021869:Ribonuclease Zc3h12a-like,						Alternative splicing,Complete proteome,Endonuclease,Hydrolase,Magnesium,Metal-binding,Nuclease,Reference proteome,Zinc,Zinc-finger,	chain:Probable ribonuclease ZC3H12B,zinc finger region:C3H1-type,
ENSG00000162415	zinc finger SWIM-type containing 5(ZSWIM5)	Homo sapiens					GO:0005615~extracellular space,	GO:0008270~zinc ion binding,	IPR007527:Zinc finger, SWIM-type,						Complete proteome,Metal-binding,Polymorphism,Reference proteome,Zinc,Zinc-finger,	chain:Zinc finger SWIM domain-containing protein 5,sequence variant,zinc finger region:SWIM-type,
ENSG00000130449	zinc finger SWIM-type containing 6(ZSWIM6)	Homo sapiens				GO:0048812~neuron projection morphogenesis,GO:2001222~regulation of neuron migration,		GO:0008270~zinc ion binding,	IPR007527:Zinc finger, SWIM-type,		603671~Acromelic frontonasal dysostosis,				Complete proteome,Disease mutation,Dwarfism,Metal-binding,Polymorphism,Reference proteome,Zinc,Zinc-finger,	chain:Zinc finger SWIM domain-containing protein 6,compositionally biased region:Ala-rich,compositionally biased region:Gly-rich,compositionally biased region:Poly-Ser,zinc finger region:SWIM-type,
ENSG00000198393	zinc finger protein 26(ZNF26)	Homo sapiens			General function prediction only,	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,	GO:0005622~intracellular,GO:0005634~nucleus,	GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0046872~metal ion binding,	IPR001909:Krueppel-associated box,IPR007087:Zinc finger, C2H2,IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain,IPR015880:Zinc finger, C2H2-like,				R-HSA-212436:R-HSA-212436,	SM00349:KRAB,SM00355:ZnF_C2H2,	Complete proteome,DNA-binding,Metal-binding,Nucleus,Proteomics identification,Reference proteome,Repeat,Signal,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Zinc finger protein 26,domain:KRAB,zinc finger region:C2H2-type 1,zinc finger region:C2H2-type 10,zinc finger region:C2H2-type 11,zinc finger region:C2H2-type 12,zinc finger region:C2H2-type 13,zinc finger region:C2H2-type 2,zinc finger region:C2H2-type 3,zinc finger region:C2H2-type 4,zinc finger region:C2H2-type 5,zinc finger region:C2H2-type 6,zinc finger region:C2H2-type 7,zinc finger region:C2H2-type 8,zinc finger region:C2H2-type 9,
ENSG00000056277	zinc finger protein 280C(ZNF280C)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006351~transcription, DNA-templated,GO:0007411~axon guidance,GO:0045892~negative regulation of transcription, DNA-templated,	GO:0005634~nucleus,	GO:0001227~transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003677~DNA binding,GO:0046872~metal ion binding,	IPR007087:Zinc finger, C2H2,IPR015880:Zinc finger, C2H2-like,IPR025243:Domain of unknown function DUF4195,					SM00355:ZnF_C2H2,	Complete proteome,DNA-binding,Isopeptide bond,Metal-binding,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Transcription,Transcription regulation,Ubl conjugation,Zinc,Zinc-finger,	chain:Zinc finger protein 280C,compositionally biased region:Poly-Glu,compositionally biased region:Ser-rich,modified residue,zinc finger region:C2H2-type 1,zinc finger region:C2H2-type 2,zinc finger region:C2H2-type 3,zinc finger region:C2H2-type 4,zinc finger region:C2H2-type 5,
ENSG00000177599	zinc finger protein 491(ZNF491)	Homo sapiens			General function prediction only,	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,	GO:0005634~nucleus,	GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0046872~metal ion binding,	IPR007087:Zinc finger, C2H2,IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain,IPR015880:Zinc finger, C2H2-like,					SM00355:ZnF_C2H2,	Complete proteome,DNA-binding,Metal-binding,Nucleus,Reference proteome,Repeat,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Zinc finger protein 491,zinc finger region:C2H2-type 10,zinc finger region:C2H2-type 11,zinc finger region:C2H2-type 12,zinc finger region:C2H2-type 13,zinc finger region:C2H2-type 1; degenerate,zinc finger region:C2H2-type 2; degenerate,zinc finger region:C2H2-type 3,zinc finger region:C2H2-type 4,zinc finger region:C2H2-type 5,zinc finger region:C2H2-type 6,zinc finger region:C2H2-type 7,zinc finger region:C2H2-type 8,zinc finger region:C2H2-type 9,
ENSG00000174306	zinc fingers and homeoboxes 3(ZHX3)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006351~transcription, DNA-templated,GO:0030154~cell differentiation,GO:0045669~positive regulation of osteoblast differentiation,GO:0045892~negative regulation of transcription, DNA-templated,	GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003714~transcription corepressor activity,GO:0005515~protein binding,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0046982~protein heterodimerization activity,	IPR001356:Homeodomain,IPR009057:Homeodomain-like,IPR015880:Zinc finger, C2H2-like,					SM00355:ZnF_C2H2,SM00389:HOX,	3D-structure,Alternative splicing,Coiled coil,Complete proteome,Differentiation,DNA-binding,Homeobox,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Repressor,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Zinc fingers and homeoboxes protein 3,DNA-binding region:Homeobox 1,DNA-binding region:Homeobox 2,DNA-binding region:Homeobox 3,DNA-binding region:Homeobox 4,DNA-binding region:Homeobox 5,helix,modified residue,region of interest:Required for homodimerization and interaction with NFYA,region of interest:Required for nuclear localization,region of interest:Required for repressor activity,sequence conflict,sequence variant,zinc finger region:C2H2-type 1,zinc finger region:C2H2-type 2,
