ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000168329	C-X3-C motif chemokine receptor 1(CX3CR1)	Homo sapiens				GO:0002052~positive regulation of neuroblast proliferation,GO:0002282~microglial cell activation involved in immune response,GO:0002881~negative regulation of chronic inflammatory response to non-antigenic stimulus,GO:0006935~chemotaxis,GO:0006968~cellular defense response,GO:0007155~cell adhesion,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007613~memory,GO:0009611~response to wounding,GO:0016032~viral process,GO:0016525~negative regulation of angiogenesis,GO:0021795~cerebral cortex cell migration,GO:0030336~negative regulation of cell migration,GO:0045766~positive regulation of angiogenesis,GO:0048246~macrophage chemotaxis,GO:0070098~chemokine-mediated signaling pathway,GO:0071222~cellular response to lipopolysaccharide,GO:0071560~cellular response to transforming growth factor beta stimulus,GO:1900272~negative regulation of long-term synaptic potentiation,GO:2001240~negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0032809~neuronal cell body membrane,GO:0043005~neuron projection,GO:0048471~perinuclear region of cytoplasm,	GO:0004950~chemokine receptor activity,GO:0005515~protein binding,GO:0016495~C-X3-C chemokine receptor activity,GO:0019960~C-X3-C chemokine binding,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR005387:CX3C chemokine receptor 1,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04060:Cytokine-cytokine receptor interaction,hsa04062:Chemokine signaling pathway,	607339~Coronary artery disease, resistance to,609423~Rapid progression to AIDS from HIV1 infection,613784~Macular degeneration, age-related, 12,			Age-related macular degeneration,Alternative splicing,Cell membrane,Complete proteome,Disulfide bond,G-protein coupled receptor,Host-virus interaction,Membrane,Phosphoprotein,Polymorphism,Receptor,Reference proteome,Transducer,Transmembrane,Transmembrane helix,	chain:CX3C chemokine receptor 1,disulfide bond,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000105472	C-type lectin domain family 11 member A(CLEC11A)	Homo sapiens				GO:0008284~positive regulation of cell proliferation,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005737~cytoplasm,	GO:0008083~growth factor activity,GO:0030246~carbohydrate binding,	IPR001304:C-type lectin,IPR016186:C-type lectin-like,IPR016187:C-type lectin fold,IPR018378:C-type lectin, conserved site,				SM00034:CLECT,	Coiled coil,Complete proteome,Cytoplasm,Direct protein sequencing,Disulfide bond,Glycoprotein,Growth factor,Lectin,Polymorphism,Proteomics identification,Reference proteome,Secreted,Signal,	chain:C-type lectin domain family 11 member A,disulfide bond,domain:C-type lectin,sequence variant,short sequence motif:Cell attachment site,signal peptide,
ENSG00000225556	C2 calcium dependent domain containing 4D(C2CD4D)	Homo sapiens				GO:0006906~vesicle fusion,GO:0017158~regulation of calcium ion-dependent exocytosis,GO:0048791~calcium ion-regulated exocytosis of neurotransmitter,	GO:0005886~plasma membrane,	GO:0005509~calcium ion binding,GO:0005544~calcium-dependent phospholipid binding,GO:0019905~syntaxin binding,GO:0030276~clathrin binding,	IPR000008:C2 calcium-dependent membrane targeting,				SM00239:C2,	Complete proteome,Reference proteome,
ENSG00000160111	C3 and PZP like, alpha-2-macroglobulin domain containing 8(CPAMD8)	Homo sapiens				GO:0010951~negative regulation of endopeptidase activity,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005886~plasma membrane,	GO:0004866~endopeptidase inhibitor activity,GO:0004867~serine-type endopeptidase inhibitor activity,	IPR001599:Alpha-2-macroglobulin,IPR002350:Kazal domain,IPR002890:Alpha-2-macroglobulin, N-terminal,IPR008930:Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid,IPR009048:Alpha-macroglobulin, receptor-binding,IPR011625:Alpha-2-macroglobulin, N-terminal 2,IPR011626:A-macroglobulin complement component,IPR014756:Immunoglobulin E-set,IPR019565:Alpha-2-macroglobulin, thiol-ester bond-forming,IPR019742:Alpha-2-macroglobulin, conserved site,IPR022041:Farnesoic acid O-methyl transferase,				SM00280:KAZAL,SM01359:SM01359,SM01360:SM01360,SM01361:SM01361,	Alternative splicing,Cell membrane,Complete proteome,Glycoprotein,Membrane,Polymorphism,Protease inhibitor,Proteomics identification,Reference proteome,Secreted,Serine protease inhibitor,Signal,	chain:C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8,compositionally biased region:Poly-Arg,compositionally biased region:Poly-Asp,compositionally biased region:Poly-Gln,compositionally biased region:Poly-Ser,domain:Kazal-like,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,site:Cleavage; by furin-like protease,splice variant,
ENSG00000105270	CAP-Gly domain containing linker protein 3(CLIP3)	Homo sapiens				GO:0001934~positive regulation of protein phosphorylation,GO:0010803~regulation of tumor necrosis factor-mediated signaling pathway,GO:0010828~positive regulation of glucose transport,GO:0018230~peptidyl-L-cysteine S-palmitoylation,GO:0031115~negative regulation of microtubule polymerization,GO:0043065~positive regulation of apoptotic process,GO:0044091~membrane biogenesis,GO:0045444~fat cell differentiation,GO:0045807~positive regulation of endocytosis,GO:0072321~chaperone-mediated protein transport,GO:0090004~positive regulation of establishment of protein localization to plasma membrane,	GO:0005795~Golgi stack,GO:0005802~trans-Golgi network,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0031901~early endosome membrane,GO:0032588~trans-Golgi network membrane,GO:0045121~membrane raft,GO:0055038~recycling endosome membrane,	GO:0005515~protein binding,GO:0008017~microtubule binding,GO:0035594~ganglioside binding,	IPR000938:CAP Gly-rich domain,IPR002110:Ankyrin repeat,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,SM01052:SM01052,	3D-structure,ANK repeat,Cell membrane,Complete proteome,Cytoplasm,Golgi apparatus,Lipoprotein,Membrane,Palmitate,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,	chain:CAP-Gly domain-containing linker protein 3,compositionally biased region:Poly-Glu,domain:CAP-Gly 1,domain:CAP-Gly 2,helix,region of interest:GoLD,repeat:ANK 1,repeat:ANK 2,repeat:ANK 3,sequence variant,strand,turn,
ENSG00000221869	CCAAT/enhancer binding protein delta(CEBPD)	Homo sapiens				GO:0002244~hematopoietic progenitor cell differentiation,GO:0006351~transcription, DNA-templated,GO:0006366~transcription from RNA polymerase II promoter,GO:0045444~fat cell differentiation,GO:0045669~positive regulation of osteoblast differentiation,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048839~inner ear development,	GO:0005634~nucleus,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0042803~protein homodimerization activity,GO:0046982~protein heterodimerization activity,	IPR004827:Basic-leucine zipper domain,IPR016468:CCAAT/enhancer-binding,			PIRSF005879:CCAAT/enhancer-binding protein,	SM00338:BRLZ,	Acetylation,Activator,Complete proteome,DNA-binding,Isopeptide bond,Nucleus,Polymorphism,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,	chain:CCAAT/enhancer-binding protein delta,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),DNA-binding region:Basic motif,domain:Leucine-zipper,mutagenesis site,sequence conflict,sequence variant,
ENSG00000177455	CD19 molecule(CD19)	Homo sapiens	78.B_Cell_Development,			GO:0006968~cellular defense response,GO:0007166~cell surface receptor signaling pathway,GO:0014066~regulation of phosphatidylinositol 3-kinase signaling,GO:0031052~chromosome breakage,GO:0046854~phosphatidylinositol phosphorylation,GO:0048015~phosphatidylinositol-mediated signaling,GO:0050776~regulation of immune response,GO:0050853~B cell receptor signaling pathway,GO:0051281~positive regulation of release of sequestered calcium ion into cytosol,	GO:0005622~intracellular,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0016021~integral component of membrane,GO:0043234~protein complex,GO:0070062~extracellular exosome,	GO:0005057~receptor signaling protein activity,GO:0005515~protein binding,GO:0046934~phosphatidylinositol-4,5-bisphosphate 3-kinase activity,	IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013783:Immunoglobulin-like fold,	hsa04151:PI3K-Akt signaling pathway,hsa04640:Hematopoietic cell lineage,hsa04662:B cell receptor signaling pathway,hsa05169:Epstein-Barr virus infection,hsa05340:Primary immunodeficiency,	613493~Immunodeficiency, common variable, 3,		SM00409:IG,	Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Immunoglobulin domain,Membrane,Phosphoprotein,Polymorphism,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:B-lymphocyte antigen CD19,disulfide bond,domain:Ig-like C2-type 1,domain:Ig-like C2-type 2,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000174807	CD248 molecule(CD248)	Homo sapiens	84.Ubiquitination_Pathways_Cell_Cycle,			GO:0008284~positive regulation of cell proliferation,GO:0016477~cell migration,GO:0048535~lymph node development,GO:0060033~anatomical structure regression,GO:2000353~positive regulation of endothelial cell apoptotic process,	GO:0005578~proteinaceous extracellular matrix,GO:0005737~cytoplasm,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,	GO:0005509~calcium ion binding,GO:0030246~carbohydrate binding,GO:0050840~extracellular matrix binding,	IPR000152:EGF-type aspartate/asparagine hydroxylation site,IPR000742:Epidermal growth factor-like domain,IPR001304:C-type lectin,IPR001881:EGF-like calcium-binding,IPR009030:Insulin-like growth factor binding protein, N-terminal,IPR016186:C-type lectin-like,IPR016187:C-type lectin fold,IPR018097:EGF-like calcium-binding, conserved site,				SM00034:CLECT,SM00179:EGF_CA,SM00181:EGF,	Alternative splicing,Calcium,Complete proteome,Disulfide bond,EGF-like domain,Glycoprotein,Lectin,Membrane,Phosphoprotein,Polymorphism,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Endosialin,compositionally biased region:Pro-rich,disulfide bond,domain:C-type lectin,domain:EGF-like; calcium-binding,domain:Sushi,glycosylation site:O-linked (GalNAc...),sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000174059	CD34 molecule(CD34)	Homo sapiens	7.IL17_hematopoesis,	h_il17Pathway:IL 17 Signaling Pathway,h_lymPathway:Adhesion and Diapedesis of Lymphocytes,		GO:0001894~tissue homeostasis,GO:0001935~endothelial cell proliferation,GO:0003094~glomerular filtration,GO:0003158~endothelium development,GO:0007155~cell adhesion,GO:0007160~cell-matrix adhesion,GO:0007165~signal transduction,GO:0008217~regulation of blood pressure,GO:0008283~cell proliferation,GO:0010628~positive regulation of gene expression,GO:0010629~negative regulation of gene expression,GO:0016337~single organismal cell-cell adhesion,GO:0030097~hemopoiesis,GO:0030195~negative regulation of blood coagulation,GO:0032720~negative regulation of tumor necrosis factor production,GO:0032733~positive regulation of interleukin-10 production,GO:0035759~mesangial cell-matrix adhesion,GO:0038001~paracrine signaling,GO:0042482~positive regulation of odontogenesis,GO:0045019~negative regulation of nitric oxide biosynthetic process,GO:0045766~positive regulation of angiogenesis,GO:0048870~cell motility,GO:0050776~regulation of immune response,GO:0050900~leukocyte migration,GO:0060290~transdifferentiation,GO:0061042~vascular wound healing,GO:0071425~hematopoietic stem cell proliferation,GO:0071636~positive regulation of transforming growth factor beta production,GO:0071657~positive regulation of granulocyte colony-stimulating factor production,GO:0071971~extracellular exosome assembly,GO:0072011~glomerular endothelium development,GO:0072089~stem cell proliferation,GO:0072254~metanephric glomerular mesangial cell differentiation,GO:1900035~negative regulation of cellular response to heat,GO:1900038~negative regulation of cellular response to hypoxia,GO:1900041~negative regulation of interleukin-2 secretion,GO:1900168~positive regulation of glial cell-derived neurotrophic factor secretion,GO:1901215~negative regulation of neuron death,GO:2001214~positive regulation of vasculogenesis,	GO:0005737~cytoplasm,GO:0005764~lysosome,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0009925~basal plasma membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0036053~glomerular endothelium fenestra,GO:0045171~intercellular bridge,GO:0048471~perinuclear region of cytoplasm,	GO:0008134~transcription factor binding,GO:0030246~carbohydrate binding,GO:0043199~sulfate binding,	IPR008083:CD34 antigen,IPR013836:CD34/Podocalyxin,	hsa04514:Cell adhesion molecules (CAMs),hsa04640:Hematopoietic cell lineage,				Alternative splicing,Cell adhesion,Complete proteome,Direct protein sequencing,Glycoprotein,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Hematopoietic progenitor cell antigen CD34,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000172116	CD8b molecule(CD8B)	Homo sapiens				GO:0002250~adaptive immune response,GO:0006955~immune response,GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway,GO:0042110~T cell activation,GO:0050690~regulation of defense response to virus by virus,GO:0050776~regulation of immune response,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0016021~integral component of membrane,GO:0031901~early endosome membrane,GO:0042101~T cell receptor complex,	GO:0005515~protein binding,GO:0015026~coreceptor activity,GO:0042288~MHC class I protein binding,	IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013106:Immunoglobulin V-set,IPR013783:Immunoglobulin-like fold,	hsa04514:Cell adhesion molecules (CAMs),hsa04612:Antigen processing and presentation,hsa04640:Hematopoietic cell lineage,hsa04660:T cell receptor signaling pathway,hsa05340:Primary immunodeficiency,			SM00406:IGv,SM00409:IG,	Adaptive immunity,Alternative splicing,Cell membrane,Complete proteome,Disulfide bond,Glycoprotein,Immunity,Immunoglobulin domain,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,Secreted,Signal,Transmembrane,Transmembrane helix,	chain:T-cell surface glycoprotein CD8 beta chain,disulfide bond,domain:Ig-like V-type,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000010278	CD9 molecule(CD9)	Homo sapiens	73.Integrins_and_other_cell-surface_receptors,			GO:0002576~platelet degranulation,GO:0006928~movement of cell or subcellular component,GO:0007155~cell adhesion,GO:0007166~cell surface receptor signaling pathway,GO:0007342~fusion of sperm to egg plasma membrane,GO:0007420~brain development,GO:0008285~negative regulation of cell proliferation,GO:0009414~response to water deprivation,GO:0014003~oligodendrocyte development,GO:0030168~platelet activation,GO:0030913~paranodal junction assembly,GO:0031623~receptor internalization,GO:0071404~cellular response to low-density lipoprotein particle stimulus,	GO:0005615~extracellular space,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005925~focal adhesion,GO:0009897~external side of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0030666~endocytic vesicle membrane,GO:0030669~clathrin-coated endocytic vesicle membrane,GO:0031092~platelet alpha granule membrane,GO:0070062~extracellular exosome,GO:1903561~extracellular vesicle,	GO:0005178~integrin binding,GO:0005515~protein binding,	IPR000301:Tetraspanin,IPR008952:Tetraspanin, EC2 domain,IPR018499:Tetraspanin/Peripherin,IPR018503:Tetraspanin, conserved site,	hsa04640:Hematopoietic cell lineage,		PIRSF002419:tetraspanin,		Cell adhesion,Cell membrane,Complete proteome,Direct protein sequencing,Disulfide bond,Fertilization,Glycoprotein,Lipoprotein,Membrane,Palmitate,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:CD9 antigen,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:S-palmitoyl cysteine,mutagenesis site,sequence conflict,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
